Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,PavedDrive_P,PavedDrive_Y,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,MiscVal_log,PoolArea_log,LotArea_log,3SsnPorch_log,LowQualFinSF_log,KitchenAbvGr_log,BsmtFinSF2_log,ScreenPorch_log,BsmtHalfBath_log,EnclosedPorch_log,MasVnrArea_log,OpenPorchSF_log,LotFrontage_log,BsmtFinSF1_log,WoodDeckSF_log,TotalBsmtSF_log,1stFlrSF_log,GrLivArea_log,SalePrice,SalePrice_log
224,20,70.0,10500,4,6,1971,1971,0.0,3,3,3,3,1,5,524.0,2,180.0,160.0,864.0,4,864,0,0,864,0.0,0.0,1,0,2,1,3,4,0,0,1989.0,1,2.0,576.0,3,3,216,0,0,0,0,0,0,0,0,3,2009,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,9.259225769705994,0.0,0.0,0.6931471805599453,5.198497031265826,0.0,0.0,0.0,0.0,0.0,4.2626798770413155,6.263398262591624,5.37989735354046,6.762729506931879,6.762729506931879,6.762729506931879,97000,11.48247656671073
225,20,103.0,13472,10,5,2003,2003,922.0,5,3,5,3,4,6,56.0,1,0.0,2336.0,2392.0,5,2392,0,0,2392,0.0,0.0,2,0,3,1,5,8,1,5,2003.0,3,3.0,968.0,3,3,248,105,0,0,0,0,0,0,0,6,2009,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.508442961755847,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,6.827629234502852,4.663439094112067,4.6443908991413725,4.04305126783455,5.517452896464707,7.780303087908373,7.780303087908373,7.780303087908373,386250,12.864242696187505
226,160,21.0,1680,5,5,1971,1971,142.0,3,3,3,3,1,1,0.0,1,0.0,630.0,630.0,3,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,0,0,1991.0,1,1.0,280.0,3,3,0,0,0,0,0,0,0,0,0,5,2009,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.427144133408616,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,4.962844630259907,0.0,3.091042453358316,0.0,0.0,6.447305862541213,6.447305862541213,7.172424577124845,112000,11.626263078808801
227,60,82.0,9950,7,5,1995,1995,290.0,4,3,4,3,1,6,565.0,1,0.0,638.0,1203.0,5,1214,1306,0,2520,0.0,0.0,2,1,4,1,4,9,1,3,1995.0,2,3.0,721.0,3,3,224,114,0,0,0,0,0,0,0,6,2007,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,9.205428327615163,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,5.673323267171493,4.74493212836325,4.418840607796598,6.338594078203183,5.41610040220442,7.093404625868766,7.102499355774649,7.83241092718792,290000,12.577639650232573
228,160,21.0,1869,6,6,1970,1970,127.0,3,3,3,3,1,3,321.0,1,0.0,162.0,483.0,3,483,504,0,987,0.0,0.0,1,1,2,1,3,5,0,0,1987.0,1,1.0,280.0,3,3,0,0,0,0,0,0,0,0,0,9,2008,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,7.533693709848633,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,4.852030263919617,0.0,3.091042453358316,5.7745515455444085,0.0,6.182084906716632,6.182084906716632,6.895682697747868,106000,11.571203807011969
229,20,70.0,8521,5,5,1967,1967,0.0,3,3,3,3,1,5,842.0,1,0.0,70.0,912.0,3,912,0,0,912,0.0,0.0,1,0,3,1,3,5,1,2,1974.0,1,1.0,336.0,3,3,0,0,0,0,0,0,0,3,0,5,2010,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.050406334059858,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,4.2626798770413155,6.736966958001855,0.0,6.816735880594968,6.816735880594968,6.816735880594968,125000,11.736077016252437
230,120,43.0,3182,7,5,2005,2006,16.0,4,3,4,3,3,6,16.0,1,0.0,1357.0,1373.0,5,1555,0,0,1555,0.0,0.0,2,0,2,1,4,7,1,3,2005.0,3,2.0,430.0,3,3,143,20,0,0,0,0,0,0,0,5,2009,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,8.065579427282092,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,2.833213344056216,3.044522437723423,3.784189633918261,2.833213344056216,4.969813299576001,7.2254814727822945,7.349873704738337,7.349873704738337,192500,12.167856627501678
231,20,73.0,8760,6,6,1959,1959,220.0,3,3,3,3,1,1,0.0,1,0.0,1194.0,1194.0,3,1194,0,0,1194,1.0,0.0,1,0,3,1,3,6,0,0,1959.0,2,1.0,312.0,3,3,0,0,120,0,0,0,0,0,0,4,2010,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.078065332666364,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,4.795790545596741,5.3981627015177525,0.0,4.30406509320417,0.0,0.0,7.085901464365611,7.085901464365611,7.085901464365611,148000,11.904974309480183
232,60,174.0,15138,8,5,1995,1996,506.0,4,3,4,3,1,6,689.0,1,0.0,773.0,1462.0,5,1490,1304,0,2794,1.0,0.0,2,1,4,1,5,9,1,3,1995.0,3,3.0,810.0,3,3,0,146,202,0,0,0,0,0,0,7,2009,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.625029474611878,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,5.313205979041787,6.2285110035911835,4.990432586778736,5.1647859739235145,6.536691597591305,0.0,7.288244401020124,7.307202314764738,7.9355873855892,403000,12.90669432231532
233,160,21.0,1680,6,5,1972,1972,297.0,3,3,3,3,1,1,0.0,1,0.0,483.0,483.0,3,483,504,0,987,0.0,0.0,1,1,2,1,3,5,1,1,1972.0,1,1.0,288.0,3,3,0,0,0,0,0,0,0,0,0,6,2006,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,7.427144133408616,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,5.697093486505405,0.0,3.091042453358316,0.0,0.0,6.182084906716632,6.182084906716632,6.895682697747868,94500,11.456365695436427
234,20,75.0,10650,5,6,1976,1976,0.0,3,3,3,4,3,2,182.0,5,712.0,0.0,894.0,3,894,0,0,894,1.0,0.0,1,0,3,1,3,5,0,0,1976.0,1,1.0,308.0,3,3,365,0,0,0,0,0,0,3,0,2,2010,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.273409063443166,0.0,0.0,0.6931471805599453,6.569481420414296,0.0,0.0,0.0,0.0,0.0,4.330733340286331,5.209486152841421,5.902633333401366,6.796823718274855,6.796823718274855,6.796823718274855,128200,11.761354623750297
235,60,64.0,7851,6,5,2002,2002,0.0,4,3,4,3,1,6,625.0,1,0.0,235.0,860.0,5,860,1100,0,1960,1.0,0.0,2,1,4,1,4,8,2,3,2002.0,3,2.0,440.0,3,3,288,48,0,0,0,0,0,0,0,5,2010,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,8.968523555396352,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,3.8918202981106265,4.174387269895637,6.439350371100098,5.666426688112432,6.7580945044277305,6.7580945044277305,7.581209826196346,216500,12.285350445351659
236,160,21.0,1680,6,3,1971,1971,604.0,3,3,3,3,1,5,358.0,1,0.0,125.0,483.0,3,483,504,0,987,0.0,0.0,1,1,2,1,3,5,0,0,1971.0,1,1.0,264.0,3,3,0,0,0,0,0,0,0,0,0,8,2008,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,7.427144133408616,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,6.405228458030842,0.0,3.091042453358316,5.883322388488279,0.0,6.182084906716632,6.182084906716632,6.895682697747868,89500,11.402005077384885
237,20,65.0,8773,7,5,2004,2004,98.0,4,3,4,3,3,6,24.0,1,0.0,1390.0,1414.0,5,1414,0,0,1414,0.0,0.0,2,0,3,1,4,6,0,0,2004.0,2,2.0,494.0,3,3,132,105,0,0,0,0,0,0,0,5,2010,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.07954808172616,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,4.59511985013459,4.663439094112067,4.189654742026425,3.2188758248682006,4.890349128221754,7.254884810077338,7.254884810077338,7.254884810077338,185500,12.130815551850676
238,60,67.0,9453,7,7,1993,2003,0.0,4,3,4,3,1,4,402.0,1,0.0,594.0,996.0,5,1014,730,0,1744,0.0,0.0,2,1,3,1,4,7,0,0,1993.0,2,2.0,457.0,3,3,370,70,0,238,0,0,0,0,0,2,2010,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.154193211353181,5.476463551931511,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,4.2626798770413155,4.219507705176107,5.998936561946683,5.916202062607435,6.904750769961838,6.922643891475888,7.4645098346365275,194500,12.178192583415596
239,20,93.0,12030,8,5,2007,2007,254.0,5,3,5,3,1,1,0.0,1,0.0,1694.0,1694.0,5,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,0,0,2007.0,3,3.0,818.0,3,3,168,228,0,0,0,0,0,0,0,12,2007,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,9.395241931033524,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,5.541263545158426,5.43372200355424,4.543294782270004,0.0,5.1298987149230735,7.43543801981455,7.43543801981455,7.43543801981455,318000,12.669809806411457
240,50,52.0,8741,6,4,1945,1950,0.0,3,3,3,2,1,2,94.0,1,0.0,641.0,735.0,3,798,689,0,1487,0.0,0.0,1,1,3,1,3,7,1,4,1949.0,1,1.0,220.0,3,3,0,140,0,0,0,0,0,3,0,4,2010,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.07589427542326,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,4.948759890378168,3.970291913552122,4.553876891600541,0.0,6.601230118728877,6.683360945766275,7.305188215393037,113000,11.635151947212842
241,20,75.0,9000,8,5,2008,2008,36.0,4,3,4,3,3,6,1078.0,1,0.0,488.0,1566.0,5,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,0,0,2008.0,2,2.0,750.0,3,3,144,168,0,0,0,0,0,0,0,4,2010,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.105090961257085,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,3.6109179126442243,5.1298987149230735,4.330733340286331,6.983789965258135,4.976733742420574,7.356918242356021,7.356918242356021,7.356918242356021,262500,12.47801017053037
242,30,40.0,3880,5,9,1945,1997,0.0,3,4,3,3,1,5,329.0,1,0.0,357.0,686.0,4,866,0,0,866,0.0,0.0,1,0,2,1,4,4,0,0,0.0,0,0.0,0.0,0,0,58,42,0,0,0,0,0,0,0,8,2007,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,8.263848131368906,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,3.7612001156935624,3.713572066704308,5.799092654460526,4.07753744390572,6.532334292222349,6.7650389767805414,6.7650389767805414,110500,11.612779849672751
243,50,63.0,5000,5,4,1900,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,540.0,540.0,4,889,551,0,1440,0.0,0.0,1,0,3,1,3,6,0,0,1940.0,1,1.0,352.0,2,3,0,0,77,0,0,0,0,0,0,4,2006,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,8.517393171418904,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,4.356708826689592,0.0,0.0,4.1588830833596715,0.0,0.0,6.293419278846481,6.7912214627261855,7.273092595999522,79000,11.277215789596893
