Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,PavedDrive_P,PavedDrive_Y,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,MiscVal_log,PoolArea_log,LotArea_log,3SsnPorch_log,LowQualFinSF_log,KitchenAbvGr_log,BsmtFinSF2_log,ScreenPorch_log,BsmtHalfBath_log,EnclosedPorch_log,MasVnrArea_log,OpenPorchSF_log,LotFrontage_log,BsmtFinSF1_log,WoodDeckSF_log,TotalBsmtSF_log,1stFlrSF_log,GrLivArea_log
655,20,91.0,10437,8,6,1995,1995,660.0,4,4,4,3,4,6,1696.0,1,0.0,413.0,2109.0,5,2113,0,0,2113,1.0,0.0,2,1,2,1,4,7,1,3,1995.0,3,3.0,839.0,3,3,236,46,0,0,0,0,0,0,0,8,2008,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.25320827220336,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,6.493753839851686,3.8501476017100584,4.5217885770490405,7.436617265234227,5.4680601411351315,7.6544432264701125,7.656337166430183,7.656337166430183
656,160,21.0,1680,6,5,1971,1971,381.0,3,3,3,3,1,1,0.0,1,0.0,525.0,525.0,3,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,0,0,1971.0,1,1.0,264.0,3,3,0,0,0,0,0,0,0,0,0,3,2010,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,7.427144133408616,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,5.945420608606575,0.0,3.091042453358316,0.0,0.0,6.26530121273771,6.26530121273771,6.996681488176539
657,20,72.0,10007,5,7,1959,2006,54.0,4,3,3,3,1,5,806.0,1,0.0,247.0,1053.0,5,1053,0,0,1053,1.0,0.0,1,1,3,1,4,5,0,0,1959.0,2,1.0,312.0,3,3,0,0,0,0,0,0,0,3,0,8,2008,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.211140052146748,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,4.007333185232471,0.0,4.290459441148391,6.693323668269949,0.0,6.960347729101308,6.960347729101308,6.960347729101308
658,70,60.0,7200,7,6,1931,2000,0.0,3,2,4,3,1,1,0.0,1,0.0,776.0,776.0,3,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,1,4,1931.0,2,1.0,270.0,3,3,0,0,112,0,0,0,0,3,0,2,2008,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,8.881975184248867,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,4.727387818712341,0.0,0.0,4.110873864173311,0.0,0.0,6.655440350367647,6.747586526829315,7.315218389752975
659,50,78.0,17503,6,5,1948,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,912.0,912.0,3,912,546,0,1458,0.0,1.0,1,0,3,1,3,6,1,4,1948.0,1,1.0,330.0,3,3,192,0,0,0,0,0,0,0,0,1,2010,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,9.770184705221707,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,4.3694478524670215,0.0,5.262690188904886,6.816735880594968,6.816735880594968,7.285506548522785
660,20,75.0,9937,5,7,1964,1999,0.0,3,4,3,3,1,4,637.0,1,0.0,849.0,1486.0,5,1486,0,0,1486,1.0,0.0,1,0,3,1,3,7,0,0,1968.0,3,2.0,480.0,3,3,0,0,0,0,0,0,0,3,0,3,2009,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.204121072162266,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,4.330733340286331,6.45833828334479,0.0,7.304515946460155,7.304515946460155,7.304515946460155
661,60,80.0,12384,7,7,1976,1976,233.0,3,3,4,3,1,1,0.0,1,0.0,793.0,793.0,3,1142,793,0,1935,0.0,0.0,2,1,3,1,3,7,1,3,1976.0,2,2.0,550.0,3,3,0,113,252,0,0,0,0,0,0,11,2007,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.42424134192346,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,5.53338948872752,5.455321115357702,4.736198448394496,4.394449154672439,0.0,0.0,6.677083461247136,7.04141166379481,7.568379267836522
662,60,52.0,46589,8,7,1994,2005,528.0,4,3,4,4,1,6,1361.0,3,180.0,88.0,1629.0,5,1686,762,0,2448,1.0,0.0,2,1,4,1,4,8,1,3,1994.0,2,3.0,711.0,3,3,517,76,0,0,0,0,0,0,0,7,2009,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,10.749141204810842,0.0,0.0,0.6931471805599453,5.198497031265826,0.0,0.0,0.0,6.270988431858299,4.343805421853684,3.970291913552122,7.216709486709457,6.249975242259483,7.396335293800808,7.430707082545968,7.803435056952168
663,20,120.0,13560,6,3,1968,1968,216.0,3,3,2,2,1,1,0.0,1,0.0,1392.0,1392.0,4,1392,0,0,1392,1.0,0.0,1,0,2,1,3,5,2,3,1968.0,2,2.0,576.0,3,3,0,0,240,0,0,0,0,0,0,7,2009,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.514953305087944,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,5.484796933490655,5.37989735354046,0.0,4.795790545596741,0.0,0.0,7.239214973779806,7.239214973779806,7.239214973779806
664,85,90.0,10012,4,5,1972,1972,0.0,3,3,4,3,3,4,920.0,3,180.0,38.0,1138.0,3,1181,0,0,1181,1.0,0.0,2,0,3,1,3,6,0,0,1974.0,2,2.0,588.0,3,3,0,0,180,0,0,0,0,3,0,4,2008,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.211639527707803,0.0,0.0,0.6931471805599453,5.198497031265826,0.0,0.0,5.198497031265826,0.0,0.0,4.51085950651685,6.825460036255307,0.0,7.037905963447182,7.074963197966044,7.074963197966044
665,20,49.0,20896,8,5,2005,2006,0.0,4,3,5,3,2,6,1721.0,1,0.0,356.0,2077.0,5,2097,0,0,2097,1.0,0.0,1,1,1,1,5,8,1,5,2005.0,3,3.0,1134.0,3,3,192,267,0,0,0,0,0,0,0,1,2006,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,9.947360886980098,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,5.5909869805108565,3.912023005428146,7.451241684987676,5.262690188904886,7.639161171659173,7.6487397889562425,7.6487397889562425
666,60,106.0,11194,8,5,2000,2000,40.0,4,3,4,3,1,1,0.0,1,0.0,1406.0,1406.0,5,1454,482,0,1936,0.0,0.0,2,1,3,1,4,7,1,3,2000.0,2,2.0,504.0,3,3,188,124,0,0,0,0,0,0,0,11,2006,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.323222529032856,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,3.713572066704308,4.8283137373023015,4.672828834461906,0.0,5.241747015059643,7.249215057114389,7.282761179605593,7.5688956634069955
667,60,73.0,18450,6,5,1965,1979,113.0,3,4,4,3,1,2,187.0,3,723.0,111.0,1021.0,3,1465,915,0,2380,0.0,0.0,2,1,3,1,3,7,1,1,1965.0,1,2.0,596.0,3,3,0,265,0,0,0,0,0,0,0,8,2007,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,9.822873848541882,0.0,0.0,0.6931471805599453,6.584791392385716,0.0,0.0,0.0,4.736198448394496,5.583496308781699,4.30406509320417,5.236441962829949,0.0,6.92951677076365,7.290292882446597,7.7752758464868625
668,20,65.0,8125,6,5,1994,1998,258.0,3,3,4,3,1,6,1138.0,1,0.0,270.0,1408.0,5,1679,0,0,1679,1.0,0.0,2,0,3,1,4,7,1,2,1994.0,2,2.0,575.0,3,3,224,42,0,0,0,0,0,0,0,10,2008,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.002824076547672,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,5.556828061699537,3.7612001156935624,4.189654742026425,7.037905963447182,5.41610040220442,7.25063551189868,7.426549072397305,7.426549072397305
669,20,72.0,14175,5,6,1956,1987,0.0,3,3,3,3,1,3,988.0,1,0.0,200.0,1188.0,4,1437,0,0,1437,1.0,0.0,1,1,3,1,3,6,1,3,1999.0,1,2.0,576.0,3,3,304,0,0,0,0,0,0,0,0,11,2006,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.559305672844863,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,4.290459441148391,6.8966943316227125,5.720311776607412,7.080867896690782,7.271008538280992,7.271008538280992
670,30,80.0,11600,4,5,1922,1950,0.0,3,3,2,3,1,1,0.0,1,0.0,700.0,700.0,5,1180,0,0,1180,0.0,0.0,1,0,2,1,2,5,1,4,1922.0,1,1.0,252.0,3,2,0,0,67,0,0,0,0,0,0,7,2006,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.358846580275406,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,4.219507705176107,0.0,0.0,4.394449154672439,0.0,0.0,6.55250788703459,7.074116816197362,7.074116816197362
671,60,64.0,8633,6,5,2005,2005,0.0,4,3,4,3,1,6,193.0,1,0.0,545.0,738.0,5,738,738,0,1476,1.0,0.0,2,1,3,1,4,7,0,0,2005.0,3,2.0,540.0,3,3,100,35,0,0,0,0,0,0,0,2,2009,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.063463176115423,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,3.58351893845611,4.174387269895637,5.267858159063328,4.61512051684126,6.6052979209482015,6.6052979209482015,7.29776828253138
672,70,54.0,6629,6,6,1925,1950,0.0,3,4,3,3,1,4,551.0,1,0.0,121.0,672.0,3,697,672,0,1369,1.0,0.0,2,0,3,1,3,6,0,0,1930.0,1,1.0,300.0,3,3,147,0,0,0,0,0,0,0,0,7,2009,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,8.799360083179907,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,4.007333185232471,6.313548046277095,4.997212273764115,6.511745329644728,6.548219102762372,7.222566018822171
673,20,80.0,11250,6,6,1977,1977,0.0,4,3,4,3,1,5,767.0,1,0.0,441.0,1208.0,3,1208,0,0,1208,1.0,0.0,1,1,3,1,3,6,1,3,1977.0,2,2.0,546.0,3,3,198,42,0,0,0,0,0,0,0,6,2006,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.328212292571072,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,3.7612001156935624,4.394449154672439,6.643789733147672,5.293304824724492,7.097548850614793,7.097548850614793,7.097548850614793
674,20,110.0,14442,6,7,1957,2004,106.0,3,3,3,3,1,6,1186.0,1,0.0,291.0,1477.0,5,1839,0,0,1839,1.0,0.0,2,0,3,1,4,7,2,3,1957.0,3,2.0,416.0,3,3,0,87,0,0,200,0,0,0,0,6,2007,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,9.577965147101168,0.0,0.0,0.6931471805599453,0.0,5.303304908059076,0.0,0.0,4.672828834461906,4.477336814478207,4.709530201312334,7.079184394609668,0.0,7.298445101508147,7.517520850603031,7.517520850603031
