MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MiscVal_log,PoolArea_log,LotArea_log,3SsnPorch_log,LowQualFinSF_log,BsmtFinSF2_log,ScreenPorch_log,BsmtHalfBath_log,EnclosedPorch_log,MasVnrArea_log,OpenPorchSF_log,LotFrontage_log,BsmtFinSF1_log,WoodDeckSF_log,TotalBsmtSF_log,1stFlrSF_log,GrLivArea_log,WoodDeckSF_add_OpenPorchSF,1stFlrSF_add_2ndFlrSF,GarageArea_add_TotalBsmtSF,GrLivArea_add_TotalBsmtSF,GrLivArea_add_GarageArea,MasVnrArea_add_TotalBsmtSF,TotalBsmtSF_add_1stFlrSF,KitchenQual_add_BsmtQual,ExterQual_add_KitchenQual,ExterQual_add_BsmtQual,OverallQual_add_KitchenQual,OverallQual_add_ExterQual,BsmtQual_multiply_TotalBsmtSF,ExterQual_multiply_GrLivArea,KitchenQual_multiply_GrLivArea,KitchenQual_multiply_TotalBsmtSF,KitchenQual_multiply_BsmtQual,ExterQual_multiply_TotalBsmtSF,ExterQual_multiply_BsmtQual,ExterQual_multiply_KitchenQual,OverallQual_multiply_GrLivArea,TotalBaths_All,TotalRooms_All,PropertyAge,GarageAge,RemodAge,YearsSinceRemod,ImprovementGap,LifecycleRatio,EffectiveAge,WoodDeckSF_add_OpenPorchSF_log,1stFlrSF_add_2ndFlrSF_log,GrLivArea_add_TotalBsmtSF_log,MasVnrArea_add_TotalBsmtSF_log,TotalBsmtSF_add_1stFlrSF_log,BsmtQual_multiply_TotalBsmtSF_log,ExterQual_multiply_GrLivArea_log,KitchenQual_multiply_GrLivArea_log,KitchenQual_multiply_TotalBsmtSF_log,ExterQual_multiply_TotalBsmtSF_log,ExterQual_multiply_KitchenQual_log,OverallQual_multiply_GrLivArea_log,ImprovementGap_log,LifecycleRatio_log,GrLivArea_per_BedroomAbvGr_log,TotalBsmtSF_per_BedroomAbvGr_log,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,PavedDrive_P,PavedDrive_Y,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,KitchenAbvGr_log,IsRemodeled,RecentRemod,VeryRecentRemod,TotalBsmtSF_per_LotArea,GrLivArea_per_LotArea_log,1stFlrSF_per_LotArea_log,TotalBsmtSF_per_LotArea_log,SalePrice,SalePrice_log,Id
20,82.0,6853,8,5,136.0,4,3,5,3,1,6,1005.0,1,0.0,262.0,1267.0,5,1296,0,0,1296,2,1,4,6,0,0,3,2.0,471.0,3,3,192,25,0,0,0,0,0,0,0,6,2009,0.0,0.0,8.832587702434553,0.0,0.0,0.0,0.0,0.0,0.0,4.919980925828125,3.258096538021482,4.418840607796598,6.913737350659685,5.262690188904886,7.145196134997171,7.167809184316444,7.167809184316444,217,1296,1738.0,2563.0,1767.0,1403.0,2563.0,9,8,9,12,12,6335.0,5184,5184,5068.0,20,5068.0,20,16,10368,3.0,8,8,8.0,7,7,1,8.0,5.6,5.384495062789089,7.167809184316444,7.849323818040561,7.247080584585756,7.849323818040561,8.754002933494261,8.553525120663627,8.553525120663627,8.53089883847235,8.53089883847235,2.833213344056216,9.246575864558277,0.6931471805599453,2.1972245773362196,6.47543271670409,6.452837287154442,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,1,0,0.18488253319713993,0.17320870773439612,0.17320870773439612,0.16964364156989994,220000,12.301387370778713,134
20,78.0,10335,5,6,0.0,3,3,3,3,1,3,570.0,1,0.0,891.0,1461.0,4,1721,0,0,1721,3,1,3,7,1,3,2,2.0,440.0,3,3,0,96,180,0,0,0,0,3,0,7,2006,0.0,0.0,9.243388226022384,0.0,0.0,0.0,0.0,0.0,5.198497031265826,0.0,4.574710978503383,4.3694478524670215,6.3473892096560105,0.0,7.2875606403097235,7.451241684987676,7.451241684987676,96,1721,1901.0,3182.0,2161.0,1461.0,3182.0,6,6,6,8,8,4383.0,5163,5163,4383.0,9,4383.0,9,9,8605,2.5,11,38,38.0,13,13,25,1.52,38.0,4.574710978503383,7.451241684987676,8.065579427282092,7.2875606403097235,8.065579427282092,8.385716828627851,8.549466751966532,8.549466751966532,8.385716828627851,8.385716828627851,2.302585092994046,9.060214913398545,3.258096538021482,0.9242589015233319,6.353790162555529,6.1903154058531475,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,0,0,0.1413642960812772,0.15402626819046275,0.15402626819046275,0.13222429781929823,180000,12.100717685412471,135
20,80.0,10400,7,6,288.0,3,3,3,3,1,1,0.0,1,0.0,1304.0,1304.0,4,1682,0,0,1682,3,1,3,7,1,4,1,2.0,530.0,3,3,98,0,0,0,0,0,0,3,0,5,2008,0.0,0.0,9.249657234353132,0.0,0.0,0.0,0.0,0.0,0.0,5.666426688112432,0.0,4.394449154672439,0.0,4.59511985013459,7.173958319756794,7.428333194190806,7.428333194190806,98,1682,1834.0,2986.0,2212.0,1592.0,2986.0,6,6,6,10,10,3912.0,5046,5046,3912.0,9,3912.0,9,9,11774,2.0,11,38,38.0,38,38,0,0.0,38.0,4.59511985013459,7.428333194190806,8.00202481821611,7.373374309910049,8.00202481821611,8.272059622210412,8.526549286340263,8.526549286340263,8.272059622210412,8.272059622210412,2.302585092994046,9.373733918884618,0.0,0.0,6.330908554118352,6.076877424956113,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.12538461538461537,0.14991093556922253,0.14991093556922253,0.11812485757049619,174000,12.066816325306588,136
20,73.0,10355,5,5,196.0,3,3,3,3,1,4,695.0,1,0.0,519.0,1214.0,3,1214,0,0,1214,3,1,3,5,1,2,2,1.0,318.0,3,3,0,111,0,0,0,0,0,0,0,7,2007,0.0,0.0,9.245321340871428,0.0,0.0,0.0,0.0,0.0,0.0,5.2832037287379885,4.718498871295094,4.30406509320417,6.54534966033442,0.0,7.102499355774649,7.102499355774649,7.102499355774649,111,1214,1532.0,2428.0,1532.0,1410.0,2428.0,6,6,6,8,8,3642.0,3642,3642,3642.0,9,3642.0,9,9,6070,2.0,9,40,40.0,40,40,0,0.0,40.0,4.718498871295094,7.102499355774649,7.795234929002173,7.252053951852814,7.795234929002173,8.200562797008564,8.200562797008564,8.200562797008564,8.200562797008564,8.200562797008564,2.302585092994046,8.711278615130434,0.0,0.0,6.005531804319418,6.005531804319418,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.11723804925156929,0.11085961219920436,0.11085961219920436,0.11085961219920436,143000,11.870606902224589,137
90,82.0,11070,7,5,70.0,3,3,3,3,1,1,0.0,1,0.0,1907.0,1907.0,4,1959,0,0,1959,5,2,3,9,0,0,1,3.0,766.0,3,3,0,0,0,0,0,0,0,0,0,7,2006,0.0,0.0,9.312084355859469,0.0,0.0,0.0,0.0,0.0,0.0,4.2626798770413155,0.0,4.418840607796598,0.0,0.0,7.553810852008231,7.580699752224563,7.580699752224563,0,1959,2673.0,3866.0,2725.0,1977.0,3866.0,6,6,6,10,10,5721.0,5877,5877,5721.0,9,5721.0,9,9,13713,3.0,14,18,17.0,17,17,1,18.0,18.0,0.0,7.580699752224563,8.260234291607297,7.589841512182657,8.260234291607297,8.652073673610056,8.678971846978863,8.678971846978863,8.652073673610056,8.652073673610056,2.302585092994046,9.52617248784431,0.6931471805599453,2.9444389791664403,5.973300576480311,5.946467181177246,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0986122886681098,1,0,0,0.17226738934056007,0.162938895500249,0.162938895500249,0.15893981303454796,171000,12.049424683420916,138
60,73.0,9066,8,5,320.0,4,3,4,3,2,6,668.0,1,0.0,336.0,1004.0,5,1004,848,0,1852,3,1,4,7,2,3,3,3.0,660.0,3,3,224,106,0,0,0,0,0,4,0,12,2008,0.0,0.0,9.112396727646056,0.0,0.0,0.0,0.0,0.0,0.0,5.771441123130016,4.672828834461906,4.30406509320417,6.505784060128229,5.41610040220442,6.912742820493176,6.912742820493176,7.52456122628536,330,1852,1664.0,2856.0,2512.0,1324.0,2008.0,8,8,8,12,12,4016.0,7408,7408,4016.0,16,4016.0,16,16,14816,2.5,12,9,9.0,8,8,1,9.0,6.3,5.802118375377063,7.52456122628536,7.957527402230773,7.1891677384203225,7.605392364814935,8.298290634359283,8.910450756416656,8.910450756416656,8.298290634359283,8.298290634359283,2.833213344056216,9.603530449208735,0.6931471805599453,2.302585092994046,6.4270276863734255,5.816118604050453,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,1,0,0.11074343701742775,0.18588165084090832,0.10502955421181341,0.10502955421181341,230000,12.345838935721968,139
60,65.0,15426,6,5,0.0,3,3,4,3,1,6,821.0,1,0.0,107.0,928.0,5,928,836,0,1764,3,1,4,7,0,0,2,2.0,470.0,3,3,276,99,0,0,0,0,0,3,0,8,2009,0.0,0.0,9.64387450001194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605170185988092,4.189654742026425,6.71174039505618,5.6240175061873385,6.834108738813838,6.834108738813838,7.475905969367397,375,1764,1398.0,2692.0,2234.0,928.0,1856.0,8,7,7,10,9,3712.0,5292,7056,3712.0,16,2784.0,12,12,10584,3.5,10,12,12.0,12,12,0,0.0,12.0,5.929589143389895,7.475905969367397,7.898411092811599,6.834108738813838,7.526717561352706,8.21959545417708,8.574140471857987,8.86177531100083,8.21959545417708,7.932003152361385,2.5649493574615367,9.267193183568965,0.0,0.0,6.3784261836515865,5.737646988608957,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.06015817451056658,0.10827342188295046,0.05841811822797809,0.05841811822797809,231500,12.352339472153524,140
20,70.0,10500,4,5,0.0,3,3,3,3,1,5,432.0,1,0.0,432.0,864.0,3,864,0,0,864,3,1,3,5,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,2010,0.0,0.0,9.259225769705994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2626798770413155,6.07073772800249,0.0,6.762729506931879,6.762729506931879,6.762729506931879,0,864,864.0,1728.0,864.0,864.0,1728.0,6,6,6,7,7,2592.0,2592,2592,2592.0,9,2592.0,9,9,3456,1.0,9,39,39.0,39,39,0,0.0,39.0,0.0,6.762729506931879,7.455298485683291,6.762729506931879,7.455298485683291,7.860570785538664,7.860570785538664,7.860570785538664,7.860570785538664,7.860570785538664,2.302585092994046,8.148156439921625,0.0,0.0,5.666426688112432,5.666426688112432,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471805599453,0,0,0,0.08228571428571428,0.0790752068284638,0.0790752068284638,0.0790752068284638,115000,11.652696102959752,141
20,78.0,11645,7,5,0.0,4,3,4,3,3,6,1300.0,1,0.0,434.0,1734.0,5,1734,0,0,1734,3,1,4,7,0,0,3,2.0,660.0,3,3,160,24,0,0,0,0,0,0,0,1,2006,0.0,0.0,9.362718052397064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218875824868201,4.3694478524670215,7.170888478512505,5.081404364984463,7.45876269238096,7.45876269238096,7.45876269238096,184,1734,2394.0,3468.0,2394.0,1734.0,3468.0,8,8,8,11,11,6936.0,6936,6936,6936.0,16,6936.0,16,16,12138,3.0,10,1,1.0,1,1,0,0.0,0.7,5.220355825078324,7.45876269238096,8.15162164696975,7.45876269238096,8.15162164696975,8.844624683385302,8.844624683385302,8.844624683385302,8.844624683385302,8.844624683385302,2.833213344056216,9.404178688897805,0.0,0.0,6.361302477572996,6.361302477572996,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,1,1,0.14890510948905109,0.13880941015517792,0.13880941015517792,0.13880941015517792,260000,12.468440756144114,142
50,71.0,8520,5,4,0.0,3,2,3,3,1,3,507.0,1,0.0,403.0,910.0,2,910,475,0,1385,4,1,3,6,0,0,1,2.0,720.0,3,3,0,0,0,0,0,0,0,3,0,6,2010,0.0,0.0,9.050288983827956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055,6.230481447578482,0.0,6.814542897259958,6.814542897259958,7.234177179749849,0,1385,1630.0,2295.0,2105.0,910.0,1820.0,6,6,6,8,8,2730.0,4155,4155,2730.0,9,2730.0,9,9,6925,2.0,10,58,10.0,58,58,0,0.0,58.0,0.0,7.234177179749849,7.738923757439457,6.814542897259958,7.507141079727608,7.912423121473705,8.332308352219117,8.332308352219117,7.912423121473705,7.912423121473705,2.302585092994046,8.843037724962366,0.0,0.0,5.850044981634453,5.43153621033426,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.1068075117370892,0.15062333930928987,0.10147975580414176,0.10147975580414176,166000,12.01974909141692,143
20,78.0,10335,7,5,183.0,4,3,4,3,4,6,679.0,1,0.0,811.0,1490.0,5,1501,0,0,1501,3,1,4,6,0,0,2,2.0,577.0,3,3,144,29,0,0,0,0,0,0,0,6,2009,0.0,0.0,9.243388226022384,0.0,0.0,0.0,0.0,0.0,0.0,5.214935757608986,3.4011973816621555,4.3694478524670215,6.522092798170152,4.976733742420574,7.307202314764738,7.31455283232408,7.31455283232408,173,1501,2067.0,2991.0,2078.0,1673.0,2991.0,8,8,8,11,11,5960.0,6004,6004,5960.0,16,5960.0,16,16,10507,3.0,9,10,10.0,10,10,0,0.0,7.0,5.159055299214529,7.31455283232408,8.003697339094368,7.422971251049421,8.003697339094368,8.692993531219926,8.700347734514084,8.700347734514084,8.692993531219926,8.692993531219926,2.833213344056216,9.259892150805431,0.0,0.0,6.217271215841675,6.20993050887108,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,1,0,0.14417029511369134,0.13560954140423165,0.13560954140423165,0.13467974124426507,204000,12.225880174775122,144
90,70.0,9100,5,5,336.0,3,3,3,3,1,3,1332.0,1,0.0,396.0,1728.0,3,1728,0,0,1728,6,2,3,10,0,0,1,2.0,504.0,3,3,0,0,0,0,0,0,0,0,0,11,2006,0.0,0.0,9.116139576577355,0.0,0.0,0.0,0.0,0.0,0.0,5.820082930352362,0.0,4.2626798770413155,7.195187320178709,0.0,7.455298485683291,7.455298485683291,7.455298485683291,0,1728,2232.0,3456.0,2232.0,2064.0,3456.0,6,6,6,8,8,5184.0,5184,5184,5184.0,9,5184.0,9,9,8640,3.0,16,43,43.0,43,43,0,0.0,43.0,0.0,7.455298485683291,8.148156439921625,7.632885505395133,8.148156439921625,8.553525120663627,8.553525120663627,8.553525120663627,8.553525120663627,8.553525120663627,2.302585092994046,9.0642735958414,0.0,0.0,5.666426688112432,5.666426688112432,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0986122886681098,0,0,0,0.1898901098901099,0.1738609582292504,0.1738609582292504,0.1738609582292504,125000,11.736077016252436,145
160,24.0,2522,6,5,50.0,4,3,4,3,1,1,0.0,1,0.0,970.0,970.0,5,970,739,0,1709,3,1,4,7,0,0,1,2.0,380.0,3,3,0,40,0,0,0,0,0,0,0,4,2006,0.0,0.0,7.833203948641057,0.0,0.0,0.0,0.0,0.0,0.0,3.9318256327243257,3.713572066704308,3.218875824868201,0.0,0.0,6.878326468291325,6.878326468291325,7.444248649496705,40,1709,1350.0,2679.0,2089.0,1020.0,1940.0,8,8,8,10,10,3880.0,6836,6836,3880.0,16,3880.0,16,16,10254,2.0,10,2,2.0,0,0,2,1.0,1.4,3.713572066704308,7.444248649496705,7.893572073504902,6.928537818164665,7.57095858316901,8.263848131368906,8.830104317913793,8.830104317913793,8.263848131368906,8.263848131368906,2.833213344056216,9.235520670506482,1.0986122886681098,0.6931471805599453,6.346805268033577,5.781771793517895,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,1,1,0.38461538461538464,0.5173861341952026,0.32542240043462795,0.32542240043462795,130000,11.775297421715829,146
